sentiment,text_preprocessed
0,gemoi benar gus muhaimin anjir gemas bapa
0,salah mahfud atas bawah gibran imin gibr im saing ketat milenial rasional kritis ganjar imbas pakai memahfud alas ganjar pilih memahfud sandi sandi survei
0,emosi saudara takut culik ha
1,lanjut ganjar mahfud dampak positif sektor dagang mikro juara sat set
0,mah prokernya salah anies ketik fery nomor ini capresnya dukung suka lindur iya
0,iya otak surya paloh generasi musnah anies berat ahy demokrat minus ketimbang muhaimin
0,rakyat muak laku dua jokowi ambis menang anak selamat keluarga prabowo ambis menang pilpres ha
0,iya nya takut putar
1,bang asli orang cipinang kondisi kota jakarta kagum ubah gubernur anies baswedan
0,cawapres
0,prabowo menang percaya presiden
0,tuju ini cak imin bingung eh baca profesor gibran pintar tengok kertas gacor gus muhaimin
1,slankers dukung ganjar mahfud
0,receh wartawan debat wartawan kasih edukasi mas gibran gibr
1,masya allah anies salah abang
-1,malu
1,kiat sukses generasi muda versi mas gibran paslon cawapres periode
1,anies baswedan muhaimin iskandar debat putar tiga
1,pasti ganjar sedia debat sih
-1,ngeri masuk anies karung ini
0,solusi mengerti oto oto iya
0,sok kawal anies nepika presiden ahy
1,mantap anies muhaimin presiden pilih
0,benang omong bobrok anies isi baca curhatan manusia tetes
0,sopan santun debat substansial bapak gibran omong
-1,kasih afirmasi mah anies gelar beliau raja bibir servis pelanggaran ham hindar resah masyarakat pilpres masyarakat hak fakta fakta
0,aduh admin kemenhan beda hasil kerja tni au emlu depohar sukhoi ranah operasional tugas tni au dul
0,alhamdulillah konsisten pilpres tolak
0,duh gagah prabowo tusuk jantung ku lo
0,cak imin pakai wapres ujung suruh dukung sandiaga zulhas ahy sana hahaha koalisi tunda lucu prabowo situ partai im im cawapresnya rugi
1,ganjar mahfud bangun yakin apbn apbd kelola penuh integritas tanggung rakyat hebat sat set
0,tonton ulang debat cawapres pas tonton gus muhaimin garis visi misi slepet iya dikit slepet dikit slepet
1,mas saudara berat ganjar pranowo mahfud md menang mukjizat memahfud hebat
0,undang profesor negeri opsi untung omong anies gertak
0,bawa haikal neno waris kali gerakan bodoh organisasi coba tonton orasi prabowo bodoh
-1,buzer ganjar ha cerdas
0,masyarakat apolitik sih harap politik peserta desak anies masyarakat kelas
0,panggang panggang jadwal acara ramai animo masyarakat tonton
1,serang personal pas diulti bawa asa omong anies hasil aku pas viral mana obrol mati rekam ayo pakai etika
0,habis tonton debat malam simpul capres cawapresnya mahfud gibran
1,ganjar rakyat nya silaturahmi daerah daerah ganjar senang bertemu langsung dengar aspirasi warga pimpin butuh indonesia
0,duh tega lihat cak imin panggang sampean
-1,pilih prabowo gibran selesai urus
1,solidaritas pks anies muhaimin tonggak bangun fondasi bangkit bangsa kokoh pilih pks coblos amin
0,dekat gibran mas
0,mahfud md kuasa materi muhaimin gibran mengerti nya hasil nya cocok presiden wakil presiden prabowo memahfud prabowo anies anis memahfud memahfud anies cocok kualitas
1,ganjar mahfud pandang paja sarana dorong tumbuh sektor usaha tengah juara sat set
-1,hukum mahfud ahli nya beliau profesor ahli slepetnomic muhaimin
0,prabowo mari jaga konteks salah moga diskusi bijak bangun bangsa
0,pilih anies menang bukti waras ambil putus
0,konstelasi capres muncul nama anies prabowo ganjar prabowo anggap poros dukung pro jokowi pro anies laju putar prabowo tambah pilih dukung capres
0,pas temu privat mas anies mas anies anak tahu ha
1,pokok ganjar pranowo sosok peduli rakyat
0,menteri pihak terang terang
1,jokowi ledek rakyat sikap dujung sanak cawapres
1,anies muhaimin pimpin indonesia
0,ayahanda harun al rasyid korban tewas penembakan demo tuntut adil hadir dep baris anies baswedan muhaimin iskandar anies komitmen investigasi ulang tragedi kanjuruhan komitmen ubah nyali
0,tuli prabowo menhan fungsi
1,pimpin ganjar mahfud dagang transaksi sarana tingkat sejahtera rakyat hebat sat set
1,saksi bangsa maju ayo anies baswedan muhaimin iskandar pilih pks coblos amin
1,ganjar mahfud paham kuat infrastruktur fondasi dagang kokoh juara
1,moga allah takdir anies muhaimin pimpin
1,suara hati pks gaung dukung anies muhaimin jaya bangsa negara pilih pks coblos amin
0,debat capres desak anies buka dialog hidup tiktok contoh prinsip bebas dapat juang bang kontra produktif gaet suara demokrasi indonesia kelas
1,kompak anies ha
0,tunggu anies presiden salah proses hukum pasang badan bela video rekam netizen sosok prabowo layak duga pimpin otoriter gemoi buzer nya
0,hasil anggur kurang iya anggur mah lapar
-1,anies turun yaman tepat hadramaut
0,ramai buzer pengaruh kampanye negatif serang keluarga bikin menang
0,mati bangsa negara fakta ribu hektar tanah kalimantan acah milik prabowo
0,fakta prabowo loyal bawah atas rakyat ahok comberan pas bacot otak rakyat sadar pura pura ribut
1,anies lengkap lengkap iya bang
0,anies bukti kinerja jakarta omong omon
0,jakarta tinggal kerja mana jakarta kah kerja jakarta senin jumat habis jakarta kembang jakarta zaman anies pimpin
0,pintar adik hafal makan favorit ganjar
0,narasi prabowo gibran bersih korupsi berani omong jokowi kendali instrumen
0,iklan prabowo
1,mas debat capres dukung anies debat cawapres timbang nomor coret nomor debat capres nomor mantap nomor oke nomor coret mohon maaf
0,gibran moga tolak bumi
0,gibran keren sih hafal nya percaya pilpres pilih presiden pilih anies baswedan gus muhaimin iskandar
1,anies nilai kerja nya menhan salah salah si gemoi baperan
1,dukung ganjar pranowo profesor mahfud bara bendung ganjar pranowo rakyat buat rakyat
1,gentar ganjar takut mahfud ganjar memahfud hebat
1,domisili jakarta kerja anies omong kebanyakan rebah kali beda anies jago diplomasi jago kerja
0,baik iya dukung ganjar mahfud
0,kali pilih prabowo kaget prabowo khianat gabung si longo pasang si longo keluarga hasil curang rekayasa atur milu lihat program kampanye perhati debat si longo mantap pilih prabowo si longo
1,hasil prabowo kelola krisis bantu langsung masyarakat sulit bukti beliau pimpin peka tindak
1,tuju mari bahu bahu kompak satu menang ganjar mahfud indonesia martabat adil junjung satu
0,slepet imin kali akpol abang pkb terima kasih partisipasi anak anak muda jakarta saran pasu mas anies baik wujud ubah indonesia
1,ganjar silaturahmi bawa semangat toleransi sambut langsung uskup mgr paskalis bruno syukur sempat ajak keliling bangun katedral sembari diskusi bangsa negara toleransi
0,tanding ahli prabowo bidang tahan menteri tahan beliau sosok kompeten jaga aman negara
0,omong fakta fakta bukti prabowo dukung diadakan adil sifat jahat ham tuduh
0,anies kemarin bahas fanatik
0,balas kemarin sudut prabowo
1,pasang anies baswedan gus muhaimin rekam jejak prestasi kapasitas mumpuni baik debat nomor
0,mumpung dukung anies kali suka sok heroik ha
1,mas gibran pimpin muda wawas luas cerdas mantap
0,capres anies persen bangsa pilih anies level
0,hi ancam tradisional non tradisional anies sibar judi daring
-1,loyalis gus dur pilih muhaimin ki
-1,hadap debat keringat dingin hadap riil bangsa
-1,gibran hadir mediasi pn solo kait gugat wanprestasi diajukan almas
0,orang bodoh bikin nyata iya otak cerna nyata anies iya buzer
1,indonesia indonesia unggul nusa bangsa ganjar mahfud menusa bangsa ganjar pilpres ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
0,motm nya anies
1,untung pilih ganjar mahfud si baik
0,anies debat kemarin oke ganjar kemarin
0,cak imin chatgpt sgie gibran calon wakil presiden cawapres nomor urut muhaimin iskandar alias cak im bingung sgie global islamik ekonomi lapor calon wakil
0,penyepong prabowo anjir tl sial
0,anies kena semprot duga canda huruf al quran kiky saputri pasang badan tohok
0,debat panggung prabowo tema debat bidang gelut beliau babak belur potong tendang ganjar anies prabowo mati kutu nyata fakta fakta buka beliau diam hasil kerja komandan
1,kualitas pimpin ganjar mahfud cermin upaya nyata jadi dagang tulang punggung ekonomi top sat set
1,anies muhaimin baik pimpin indonesia
-1,populer ekbis sosok connie bakrie prabowo ganti gibran politik gentong babi jokowi
0,tenang konsolidasi matang skenario menang asn aparat kpu wajib jalan target gibran menang aparat siaga rakyat protes sikat
1,berani ganjar mahfud bongkar cuci uang cipta kesan pimpin takut hadap jahat uang hebat
1,pasang anies muhaimin menang putar dukung anies
-1,dukung bodoh iya budek anies bacot manipulatif anies bangsat kocak licik capresnya ups
0,perhati sih paloh pegang jagung orang orang nya perin sindir sikap nya beda menang syukur kalah figur andal anies susah pegang
0,salah fokus nyonya muhaimin cantik
0,anak keluarga keluarga kental aroma kelici cc
0,anies benar
-1,bentar tawa bela anies muhaimin bilang substansi gibran sgie google debat ha anies wakil
0,aksi gibran malam ajar orang tua perhati pendidikan anak rumah sibuk capres capres anak anak sombong
1,pendekar mantap sak putar wis
1,kombinasi dedikasi ganjar mahfud cipta atmosfer positif kolaborasi perin sektor swasta hebat
0,amat lokasi dukung calon presiden wakil presiden nomor urut anies muhaimin ramai menyanyikan yel yel
0,isi isi belakang orang pintar ikut kosong
0,moga putar paslon
0,gus muhaimin slepet mafia pasar
1,selesai bazzar murah temu urus ganesa jawa barat koordinasi acara januari bandung tuhan restu juang relawan ganjar mahfud ganjar memahfud presiden walil presiden
0,anies oposisi usung partai perin gubernur dki jakarta usung partai koalisi perin anies oposisi
0,gagal pasang jebakan ha
-1,tonton bareng tkn sorak muhaimin sgie
0,organik sih bagus iya anies ganjar si ambil sentimen organik jijik
0,standar ganda bukane gimik capres debat kemarin kelas profesor sakit coba prabowo debat introspeksi kaca
-1,infrastruktur sosial gibran profesor mahfud gus muhaimin paham
0,baju nya beda dewe keren malam videotron he keren gus muhaimin
0,gagah prabowo gibran raja raja nusantara
0,somasi buka sih muhammad firdaus oiwobo sh mah cfls cla lca cmk h muhaimin iskandar alias cak imin calon wakil presiden republik indonesia maaf ketua bapilu p sandiaga solahudin
0,ingat ulama hati hati doa prabowo
0,anies baswedan muhaimin iskandar kena jas lengkap hadir debat pilpres jas celana warna hitam kemeja putih kopiah hitam
0,pilih anies antek zionis
0,tanam singkong gagal panen wajar prabowo babak belur debat capres
1,ajar tenang prabowo gibran menang putar ea
1,ganjar pilih baik masyarakat bawa indonesia
0,mbak yenny wahid hijau jatim pasang ganjar mahfud mudah mudah suara capai
0,tuju lebih anies berani sesuai sistem atur pengaruh beliau akademisi dapat daftar pustaka biar awur
1,program ganjar mahfud sehat mental sungguh inovatif nomor darurat pos konseling kampus hebat visi misi ganjar memahfud
0,omong telan kodok berani mangap lebar
1,gus muhaimin pkb
-1,tkn prabowo pandai kilah
-1,amin adil rakyat indonesia
0,alah buzer ikut nol serang anies min kalah telak debat malam
0,indonesia butuh pimpin cerdas emosional pasang amin anies muhaimin layak pimpin indonesia anies menang debat pilpres
1,anies ragu
1,ganjar pranowo bantu nelayan lunas utang milik ganjar peduli hidup nelayan
-1,salut gerombol politisi kumpul bayang ubah betapa kelojot panik tutup pola rezim plongo kroni nya jabat
1,tanggung ganjar mahfud sat set sat set
-1,ganjar pranowo mahfud md persen anies baswedan muhaimin iskandar amin persen prabowo subianto
0,ganjar baik min lawan
0,penyebabnya salah satu beras pinjam lurah memborbardir daerah musuh lagu gelap mata
0,alah lupa debat kemarin gibran gerakannya lebih dukung bola omong omong teriak anies bangsat teriak iya dengar
0,belimbing sayur bikin kecut muhaimin mahfud
0,nyata sikap politik putus pilih anies muhaimin alas rinci baca gambar
1,mantap pilih anies muhaimin
1,prajurit gaji sedia barak indekos jakarta hibah rumah susun pemda dki anies gubernur menhan peduli sejahtera prajurit tanah luas
1,anies muhaimin pakai jas hitam dasi debat capres makna
0,pilpres kali tambah pelajaran bangsa diri bocil kekanak kana samaul calon
0,ayo adakan acara diskusi buka prabowo biar pasu pasu rakyat masuk capres survei
1,gibran tolak cawapres kepala
0,si asam sulfat malam keren epik selamat natal baru lo kesan katolik ucap sederhana menang hati gibran
0,bawa debat acara kampus kampus lancar
1,ganjar mahfud mantap
1,warga ajak ganjar mahfud pimpin milik peduli adil sosial juara
0,prabowo senang gibran pdip
0,ha dapat debat bawa catat bingung iya rangkai manis gibran hancur parah ha salah tema
1,temu diskusi anies wawas luas
1,anies imin tingkat sejahtera target turun tingkat miskin miskin ekstrem amin pekalongan
0,moga natasya kelak jumpa anies gudang prestasi haru biru pertiwi salam ubah
-1,sosol anies
0,anies muhaimin jcc pakai setel jas
1,pas dengar buka tutup nyata nya kayak iya rangkum keluh keluh masyarakat pas desak anies ambil catat beliau
1,ganjar mahfud bawa energi positif jalan tugas inspirasi semangat kerja kreativitas sektor dagang juara
1,ganjar bu ganjar mas alam gusti allah mboten sare insyaallah mudah usaha jeneng indonesia barokah amin
0,mende habis sudah kanser kanser
0,jabat menhan target capai salah institusi membantah data bilang salah dalih kakek manfaat momen unjuk prestasi memenh iya
0,kemarin serentak tangis serentak kemarin prabowo serang bahas etika kompak iya dukung ha
0,jerat pinjol butuh bantu hukum tolong bantu anies
-1,anies kalah
1,ganjar mahfud tandem paham lindung sosial opsi wajib visi misi ganjar memahfud
0,tuju anies
0,maju pilpres teman gibran gibr
0,prabowo omong gas emosi cenderung stabil mulut rasional eks militer perang memepertahankan jengkal tanah nkri karakter sikap beda capres latar alam beda
1,semangat pilih baik ganjar mahfud jalan cerah
0,henti menteri hilirisasi ini menteri nya jokowi
-1,urus ganjar urus prabowo tempeg
1,mandiri pangan perhati utama ganjar mahfud dukung tahan dagang negeri hebat sat set
0,coba hasil malam pas suami tidur bisik kuping pilih anies muhaimin bagus untung
1,hasil ganjar mahfud rumus bija ekonomi cipta optimisme cerah juara sat set
1,sama pks anies muhaimin sinergi hasil bija bija pro rakyat efektif pilih pks coblos amin
0,istilah jawa ngewel bos maaf hore maaf hore ha
0,model timses sukses lihat kandidat nyusen mah rujak habis habis debat ha
1,tuju anies mahfud memahfud anies
1,ganjar mahfud gandeng pelaku industri tingkat daya saing produk lokal pasar internasional hebat
0,oposisi sebelah partai dukung
0,mantap manula tekuk lutut
1,keluarga nahdlatul ulama nu deklarasi dukung paslon nomor urut anies baswedan muhaimin iskandar gus imin pilpres keluarga nu instruksi nu indonesia menang anies cak im pilpres
0,lawan tukang jahit lawan negarawan mahfud md ompol
1,anies pks sejoli klop dukung bantu
1,kalimat anies mudah paham lugas tajam gambar bulat
0,mukidi panik
0,malam dukung mas tonton bareng debat mana
1,iya allah moga presiden anies cak imin tolong iya allah
0,ekonomi kreatif mahfud cadang ganjar aktif ikut kembang ekonomi kreatif
0,anies ganjar sahabat karib mending ganjar cawapresnya atuh cuy biar orang org bingung pilih ha
0,prabowo kuasa tuju penting pribadi biar usaha lancar ha
0,lupa ingat idealisme duit
0,narasi bodoh sisi negatif dukung si janggar orang jatuh pingsan
0,mbak omong anies iya terima kasih bela anies senior nir adab iya kadang tegur santun malam sih nir adab ajak ribut aduh
0,anies apes buzer
0,pimpin adaptif gibran tantang maju bangsa
1,ganjar mahfud pilih rakyat pilih menang
1,paham misi ubah anies muhaimin
0,debat capres elektabilitas anies drastis kasihan anies debat cawapres elektabilitas paslon turun drastis salah ceroboh wakil
1,pks percaya anies muhaimin pimpin bawa indonesia cerah pilih pks coblos amin
0,alih anies menang prabowo ganjar iya
1,moga mas gibran menang calon wakil presiden terus juang rakyat indonesia tunggu mas gibr
